Rank,Campus,Escola,Cidade,Tipo,Area,Inscritos,Timestamp,Modalidade
14,Ponte Nova,EE SENADOR ANTONIO MARTINS,Ponte Nova - MG,Pública Estadual,Urbana,8,2026-08-21 16:00:00.000000,INT
15,Ponte Nova,EE PROFESSOR RAYMUNDO MARTINIANO FERREIRA,Ponte Nova - MG,Pública Estadual,Urbana,8,2026-08-21 16:00:00.000000,INT
16,Ponte Nova,ESCOLA MUNICIPAL REINALDO ALVES COSTA,Ponte Nova - MG,Pública Municipal,Urbana,8,2026-08-21 16:00:00.000000,INT
17,Ponte Nova,EM LUIZ MARTINS SOARES SOBRINHO,Ponte Nova - MG,Pública Municipal,Urbana,6,2026-08-21 16:00:00.000000,INT
18,Ponte Nova,OUTROS (ESCOLA NÃO LOCALIZADA/OUTROS PAÍSES),Outra - OU,Privada,Urbana,6,2026-08-21 16:00:00.000000,INT
19,Ponte Nova,EE MARIA AMELIA,Rio Doce - MG,Pública Estadual,Urbana,6,2026-08-21 16:00:00.000000,INT
20,Ponte Nova,EE JOSE MATEUS DE VASCONCELOS,Guaraciaba - MG,Pública Estadual,Urbana,6,2026-08-21 16:00:00.000000,INT
21,Ponte Nova,ESCOLA MUNICIPAL NOSSA SENHORA DO ROSARIO,Ponte Nova - MG,Pública Municipal,Urbana,5,2026-08-21 16:00:00.000000,INT
22,Ponte Nova,ESCOLA MUNICIPAL SENADOR CUPERTINO,Rio Casca - MG,Pública Municipal,Urbana,5,2026-08-21 16:00:00.000000,INT
23,Ponte Nova,ESCOLA MUNICIPAL SENADOR MIGUEL LANA,Ponte Nova - MG,Pública Municipal,Urbana,5,2026-08-21 16:00:00.000000,INT
24,Ponte Nova,ESCOLA MUNICIPAL PADRE RAFAEL FARACI,Ponte Nova - MG,Pública Municipal,Rural,5,2026-08-21 16:00:00.000000,INT
25,Ponte Nova,EE TENENTE MOL,Jequeri - MG,Pública Estadual,Urbana,5,2026-08-21 16:00:00.000000,INT
26,Ponte Nova,EE CORONEL CANTIDIO DRUMOND,Ponte Nova - MG,Pública Estadual,Urbana,5,2026-08-21 16:00:00.000000,INT
27,Ponte Nova,EE PROFESSOR ANTONIO GONCALVES LANNA,Ponte Nova - MG,Pública Estadual,Urbana,4,2026-08-21 16:00:00.000000,INT
28,Ponte Nova,EE DOUTOR OTAVIO SOARES,Santa Cruz do Escalvado - MG,Pública Estadual,Urbana,4,2026-08-21 16:00:00.000000,INT
29,Ponte Nova,CENTRO EDUCACIONAL MACIEL AGUIAR PRIMEIRO - CEMAP - UNIDADE I,Ponte Nova - MG,Privada,Urbana,4,2026-08-21 16:00:00.000000,INT
30,Ponte Nova,EE BENEDITO VALADARES,Raul Soares - MG,Pública Estadual,Urbana,3,2026-08-21 16:00:00.000000,INT
1,Ribeirão das Neves,EE JOAO CORREA ARMOND,Ribeirão das Neves - MG,Pública Estadual,Urbana,93,2026-08-21 16:00:00.000000,INT
2,Ribeirão das Neves,EM MARIA VIEIRA BARBOSA,Ribeirão das Neves - MG,Pública Municipal,Urbana,39,2026-08-21 16:00:00.000000,INT
3,Ribeirão das Neves,EE HENRIQUE SAPORI,Ribeirão das Neves - MG,Pública Estadual,Urbana,32,2026-08-21 16:00:00.000000,INT
4,Ribeirão das Neves,ESCOLA MUNICIPAL PROFESSOR MOACYR ANDRADE,Belo Horizonte - MG,Pública Municipal,Urbana,29,2026-08-21 16:00:00.000000,INT
5,Ribeirão das Neves,EM MARIA DA CRUZ RESENDE,Ribeirão das Neves - MG,Pública Municipal,Urbana,28,2026-08-21 16:00:00.000000,INT
6,Ribeirão das Neves,EE DR REYNALDO MARTINS MARQUES,Ribeirão das Neves - MG,Pública Estadual,Urbana,27,2026-08-21 16:00:00.000000,INT
7,Ribeirão das Neves,EE ANTONIO RIGUEIRA DA FONSECA,Ribeirão das Neves - MG,Pública Estadual,Urbana,25,2026-08-21 16:00:00.000000,INT
8,Ribeirão das Neves,EE CIDADE DOS MENINOS,Ribeirão das Neves - MG,Pública Estadual,Urbana,21,2026-08-21 16:00:00.000000,INT
9,Ribeirão das Neves,EM INACIA DE CARVALHO,São José da Lapa - MG,Pública Municipal,Urbana,21,2026-08-21 16:00:00.000000,INT
10,Ribeirão das Neves,EE JOSE BONIFACIO NOGUEIRA,Ribeirão das Neves - MG,Pública Estadual,Urbana,20,2026-08-21 16:00:00.000000,INT
11,Ribeirão das Neves,ESCOLA MUNICIPAL DEPUTADO RENATO AZEREDO,Belo Horizonte - MG,Pública Municipal,Urbana,20,2026-08-21 16:00:00.000000,INT
12,Ribeirão das Neves,OUTROS (ESCOLA NÃO LOCALIZADA/OUTROS PAÍSES),Outra - OU,Privada,Urbana,19,2026-08-21 16:00:00.000000,INT
13,Ribeirão das Neves,EE NOSSA SENHORA DA CONCEICAO,Ribeirão das Neves - MG,Pública Estadual,Urbana,18,2026-08-21 16:00:00.000000,INT
14,Ribeirão das Neves,EE MARIA PEREIRA DE ARAUJO,Ribeirão das Neves - MG,Pública Estadual,Urbana,17,2026-08-21 16:00:00.000000,INT
15,Ribeirão das Neves,INSTITUTO EDUCACIONAL DOM BOSCO,Ribeirão das Neves - MG,Privada,Urbana,16,2026-08-21 16:00:00.000000,INT
16,Ribeirão das Neves,REDE DE ENSINO GENESIS,Ribeirão das Neves - MG,Privada,Urbana,16,2026-08-21 16:00:00.000000,INT
17,Ribeirão das Neves,ESCOLA MUNICIPAL MARIETA RODRIGUES SOARES,Esmeraldas - MG,Pública Municipal,Urbana,15,2026-08-21 16:00:00.000000,INT
18,Ribeirão das Neves,EE PROFESSOR HELVECIO DAHE,Ribeirão das Neves - MG,Pública Estadual,Urbana,14,2026-08-21 16:00:00.000000,INT
19,Ribeirão das Neves,ESCOLA MUNICIPAL ARMANDO ZILLER,Belo Horizonte - MG,Pública Municipal,Urbana,13,2026-08-21 16:00:00.000000,INT
20,Ribeirão das Neves,C EDUC MARTINHO LUTERO,Ribeirão das Neves - MG,Privada,Urbana,10,2026-08-21 16:00:00.000000,INT
21,Ribeirão das Neves,ESCOLA MUNICIPAL GERALDO TEIXEIRA DA COSTA,Belo Horizonte - MG,Pública Municipal,Urbana,10,2026-08-21 16:00:00.000000,INT
22,Ribeirão das Neves,EE HENRIQUE DE SOUZA FILHO HENFIL,Ribeirão das Neves - MG,Pública Estadual,Urbana,10,2026-08-21 16:00:00.000000,INT
23,Ribeirão das Neves,SISTEMA NOVO ENSINO,Ribeirão das Neves - MG,Privada,Urbana,7,2026-08-21 16:00:00.000000,INT
24,Ribeirão das Neves,EM VER BENEDITO BATISTA,Contagem - MG,Pública Municipal,Urbana,7,2026-08-21 16:00:00.000000,INT
25,Ribeirão das Neves,EE JOSE JOAQUIM LAGES,Ribeirão das Neves - MG,Pública Estadual,Urbana,7,2026-08-21 16:00:00.000000,INT
26,Ribeirão das Neves,EE JUSCELINO KUBITSCHEK DE OLIVEIRA,Belo Horizonte - MG,Pública Estadual,Urbana,7,2026-08-21 16:00:00.000000,INT
27,Ribeirão das Neves,EE FILOMENA CATIZANI,Ribeirão das Neves - MG,Pública Estadual,Urbana,6,2026-08-21 16:00:00.000000,INT
28,Ribeirão das Neves,EE WASHINGTON MODESTO GONTIJO DE FARIA,Ribeirão das Neves - MG,Pública Estadual,Urbana,6,2026-08-21 16:00:00.000000,INT
29,Ribeirão das Neves,ESCOLA MUNICIPAL PADRE MARZANO MATIAS,Belo Horizonte - MG,Pública Municipal,Urbana,6,2026-08-21 16:00:00.000000,INT
30,Ribeirão das Neves,ESCOLA MUNICIPAL CARLOS DRUMMOND DE ANDRADE,Belo Horizonte - MG,Pública Municipal,Urbana,6,2026-08-21 16:00:00.000000,INT
1,Sabará,EE PAULA ROCHA,Sabará - MG,Pública Estadual,Urbana,61,2026-08-21 16:00:00.000000,INT
2,Sabará,EE DONA BILU FIGUEIREDO,Sabará - MG,Pública Estadual,Urbana,37,2026-08-21 16:00:00.000000,INT
3,Sabará,ESCOLA MUNICIPAL ADAO DE FATIMA PEREIRA,Sabará - MG,Pública Municipal,Urbana,32,2026-08-21 16:00:00.000000,INT
4,Sabará,EE CHRISTIANO GUIMARAES,Sabará - MG,Pública Estadual,Urbana,22,2026-08-21 16:00:00.000000,INT
5,Sabará,EE SEBASTIAO RIBEIRO DE BRITO,Caeté - MG,Pública Estadual,Urbana,20,2026-08-21 16:00:00.000000,INT
6,Sabará,COLEGIO VILLA REAL,Sabará - MG,Privada,Urbana,20,2026-08-21 16:00:00.000000,INT
7,Sabará,EE PROFESSORA ANGELICA MARIA DE ALMEIDA,Sabará - MG,Pública Estadual,Urbana,19,2026-08-21 16:00:00.000000,INT
8,Sabará,EE PROFESSORA MARIA ELIZABETH VIANA,Sabará - MG,Pública Estadual,Urbana,16,2026-08-21 16:00:00.000000,INT
9,Sabará,EM PROFA ROSALINA ALVES NOGUEIRA,Sabará - MG,Pública Municipal,Urbana,16,2026-08-21 16:00:00.000000,INT
